Type;Ticket;Symbol;Lots;Buy/sell;Open price;Close price;Open time;Close time;Profit;Swap;Commission;T/P;S/L;Pips;Result;Trade duration (hours);Magic number;Order comment;MAE;MFE;FX Blue Live account
Closed position;63313504;USDCHF;0.13;Buy;1.06248;1.06341;2009/08/21 00:38:11;2009/08/21 02:38:56;11.37;0;0;1.06848;1.05608;9.3;Win;2.01;33333337;;-0.0005;0.0011;example
Closed position;63808574;EURCHF;0.09;Sell;1.51796;1.51775;2009/08/26 00:22:56;2009/08/26 01:31:03;1.78;0;0;1.51196;1.52232;2.1;Win;1.14;33333337;;-0.00022;0.00065;example
Closed position;63815592;EURGBP;0.09;Sell;0.87537;0.87536;2009/08/26 01:51:54;2009/08/26 02:52:31;0.15;0;0;0.87037;0.87957;0.1;Win;1.01;77777773;;-0.00028;0.00028;example
Closed position;63807882;USDCHF;0.13;Sell;1.06155;1.06154;2009/08/26 00:09:44;2009/08/26 07:41:21;0.12;0;0;1.05555;1.06781;0.1;Win;7.53;33333337;;-0.00121;0.00063;example
Closed position;63809851;EURGBP;0.09;Sell;0.8748;0.87828;2009/08/26 00:58:06;2009/08/26 12:58:10;-51.02;0;0;0.8688;0.88108;-34.8;Loss;12;33333337;;-0.00375;0.00019;example
Closed position;63964548;EURCHF;0.09;Sell;1.52202;1.52183;2009/08/27 00:42:57;2009/08/27 01:45:24;1.6;0;0;1.51602;1.5264;1.9;Win;1.04;33333337;;-0.0005;0.00057;example
Closed position;64122568;EURGBP;0.18;Buy;0.88087;0.88147;2009/08/27 23:00:01;2009/08/27 23:05:10;17.56;0;0;0.88587;0.8764;6.0;Win;0.09;77777773;;0;0;example
Closed position;64126850;EURCHF;0.09;Sell;1.51939;1.51914;2009/08/28 00:00:56;2009/08/28 01:02:31;2.13;0;0;1.51339;1.52382;2.5;Win;1.03;33333337;;-0.00025;0.00046;example
Closed position;64129900;EURGBP;0.18;Sell;0.88198;0.88192;2009/08/28 00:56:47;2009/08/28 07:55:01;1.76;0;0;0.87598;0.8883;0.6;Win;6.97;33333337;;-0.00103;0.00067;example
Closed position;64593610;EURCHF;0.09;Sell;1.5159;1.51545;2009/09/01 23:40:29;2009/09/02 00:51:51;3.8;-0.13;0;1.5099;1.52018;4.5;Win;1.19;33333337;;-0.00019;0.00157;example
Closed position;64600288;EURGBP;0.09;Sell;0.88041;0.88038;2009/09/02 01:21:06;2009/09/02 02:33:19;0.43;0;0;0.87541;0.88471;0.3;Win;1.2;77777773;;-0.00078;0.00052;example
Closed position;64603598;EURCHF;0.09;Sell;1.51541;1.5154;2009/09/02 01:38:32;2009/09/02 03:42:41;0.08;0;0;1.50941;1.51977;0.1;Win;2.07;33333337;;-0.00061;0.00051;example
Closed position;64817474;EURGBP;0.09;Sell;0.87737;0.87674;2009/09/03 01:00:03;2009/09/03 01:59:57;9.24;0;0;0.87237;0.88207;6.3;Win;1;77777773;;0;0;example
Closed position;64811668;EURCHF;0.09;Sell;1.5134;1.51339;2009/09/03 00:02:06;2009/09/03 02:21:40;0.08;0;0;1.5074;1.51776;0.1;Win;2.33;33333337;;-0.00064;0.00111;example
Closed position;64816089;EURGBP;0.09;Sell;0.87706;0.87705;2009/09/03 00:52:17;2009/09/03 05:30:38;0.15;0;0;0.87106;0.88339;0.1;Win;4.64;33333337;;-0.00115;0.00054;example
Closed position;64983619;EURCHF;0.09;Sell;1.51428;1.51427;2009/09/04 00:36:21;2009/09/04 03:01:13;0.09;0;0;1.50828;1.51866;0.1;Win;2.41;33333337;;-0.00041;0.00033;example
Closed position;65257233;USDCHF;0.13;Sell;1.05999;1.05975;2009/09/08 00:16:09;2009/09/08 01:20:14;2.94;0;0;1.05399;1.06639;2.4;Win;1.07;33333337;;-0.00028;0.00058;example
Closed position;65258406;EURCHF;0.09;Sell;1.51944;1.51936;2009/09/08 00:22:48;2009/09/08 01:35:36;0.68;0;0;1.51344;1.52376;0.8;Win;1.21;33333337;;-0.00036;0.00034;example
Closed position;65257899;EURGBP;0.09;Sell;0.87749;0.87747;2009/09/08 00:20:16;2009/09/08 01:48:59;0.3;0;0;0.87249;0.88174;0.2;Win;1.48;77777773;;-0.00034;0.00061;example
Closed position;65256784;EURGBP;0.09;Sell;0.87733;0.87679;2009/09/08 00:07:53;2009/09/08 07:10:02;7.95;0;0;0.87133;0.88383;5.4;Win;7.04;33333337;;-0.00052;0.00135;example
Closed position;65464063;EURUSD;0.09;Sell;1.45018;1.45011;2009/09/09 00:42:07;2009/09/09 02:00:04;0.63;0;0;1.44518;1.45437;0.7;Win;1.3;77777773;;-0.00083;0.00046;example
Closed position;65459986;USDCHF;0.13;Buy;1.04579;1.04581;2009/09/08 23:51:12;2009/09/09 02:00:06;0.25;0.02;0;1.05079;1.04239;0.2;Win;2.15;77777773;;-0.00074;0.00097;example
Closed position;65465535;EURUSD;0.09;Sell;1.45027;1.44942;2009/09/09 00:55:43;2009/09/09 02:08:17;7.65;0;0;1.44427;1.45609;8.5;Win;1.21;33333337;;-0.00074;0.00099;example
Closed position;65463728;EURGBP;0.09;Sell;0.87852;0.87792;2009/09/09 00:39:06;2009/09/09 02:45:29;8.92;0;0;0.87252;0.88477;6.0;Win;2.11;33333337;;-0.00004;0.00104;example
Closed position;65462030;EURCHF;0.09;Sell;1.51678;1.51677;2009/09/09 00:14:50;2009/09/09 03:18:37;0.08;0;0;1.51078;1.52112;0.1;Win;3.06;33333337;;-0.00023;0.00054;example
Closed position;65649316;EURCHF;0.09;Sell;1.51561;1.51546;2009/09/10 01:31:19;2009/09/10 03:30:20;1.29;0;0;1.50961;1.51991;1.5;Win;1.98;33333337;;-0.00034;0.00031;example
Closed position;65871607;EURCHF;0.09;Sell;1.51436;1.51423;2009/09/11 00:00:10;2009/09/11 01:12:57;1.12;0;0;1.50836;1.51864;1.3;Win;1.21;33333337;;-0.0004;0.00037;example
Closed position;65882324;EURCHF;0.09;Sell;1.51436;1.51414;2009/09/11 01:53:26;2009/09/11 03:19:04;1.91;0;0;1.50836;1.51866;2.2;Win;1.43;33333337;;-0.00029;0.00031;example
Closed position;65872251;USDCHF;0.13;Sell;1.03884;1.0385;2009/09/11 00:05:05;2009/09/11 04:05:01;4.26;0;0;1.03284;1.04524;3.4;Win;4;33333337;;-0.00028;0.00269;example
